tweet id,time of tweet,user id,text
1545440849294761984,2022-07-08 16:13:06+00:00,1187778163314774017,"$CULT trending on @CoinMarketCap 🔥🔥🔥

#altcoin #wearecultdao @wearecultdao https://t.co/QE0SufJvcd"
1545440791631388674,2022-07-08 16:12:52+00:00,1214957598073589760,"$SHIB one of the most mentioned on 4chan over the last 7 daysVia https://t.co/5WXDQXPiZ9#shib    #4chan… https://t.co/sbJWdPa4bN"
1545440382607040512,2022-07-08 16:11:14+00:00,49096194,"#altcoin 
$BTC #Bitcoin 
Goal hit $40,000 in 2022

$FWC #FWC #FWCTOKEN
Goal hit $50 in 2022

$LUNC #LUNC 
Goal hit… https://t.co/yu3MyKy4zz"
1545440364626120705,2022-07-08 16:11:10+00:00,1407646484032589826,"@MrBigWhaleREAL #Mandox 
A team that always over delivers! 🔥
@OfficialMandox 
If you can understand this ecosystem… https://t.co/VyNhjRDf8T"
1545440352311689216,2022-07-08 16:11:07+00:00,1454571466318622722,"@egoDCoinBsc @djdoge69 @Pocket_Cows @Cest_inevitable @WhitneyWalker33 LFG egoD next moonshot 10m mc coming

#egoD… https://t.co/xVrurxbq6V"
1545440213669154817,2022-07-08 16:10:34+00:00,1460091935163445253,"@WhaleEverything ‌I give you the hidden gem, sir! $KUNCI @Kuncicoin_id 

ANOTHER DAY ANOTHER LISTING, LFG GUYS!!!… https://t.co/GpbgoKQKwi"
1545440197680062464,2022-07-08 16:10:30+00:00,1376954378595180550,"Has Binance Coin [BNB] hit a brick wall after gaining 17% within eight days? - 

https://t.co/btaeQsgo3l

#Crypto… https://t.co/ViSyBy9HOH"
1545440169381072896,2022-07-08 16:10:23+00:00,1403745356240748548,"@altcryptocom @FabweltToken Arsenal game is now #free_to_play
using the link on your desktop.👇… https://t.co/IAmtsnre7I"
1545439859053309952,2022-07-08 16:09:09+00:00,1460091935163445253,"@GemKingdom1 Buy and hold KunciCoin 🔥
You will be millionaire 🔥 

Join TG: https://t.co/co25RY5OdT

$KUNCI… https://t.co/YdB8kNmER1"
1545439671148232704,2022-07-08 16:08:25+00:00,1397480691269611521,"[⭐️ 🟡 LOCKSMITH ⭐️]
NEW LOCKSMITH LIQUIDITY LOCKED [METAFLOKI]

More Info in bio

$AU #Bitcoin #AutoCrypto #crypto… https://t.co/l9V3bMEjEU"
1545439541368356864,2022-07-08 16:07:54+00:00,1397480691269611521,"[⭐️ 🟡 LOCKSMITH ⭐️]
NEW LOCKSMITH SUPPLY LOCKED [APPLE]

More Info in bio

$AU #Bitcoin #AutoCrypto #crypto… https://t.co/0VnKlA4pbs"
1545439532929241089,2022-07-08 16:07:52+00:00,1504047636185235457,@Ethantyler2_ @gate_io @ZeitgeistPM It's as if the #altcoin season has kicked off
1545439297259843584,2022-07-08 16:06:55+00:00,1480271388283846659,"@BTC_Archive Recent altcoin profit
Join our profitable group for $50 monthly
You will not regret
#BITCOIN #shiba… https://t.co/kWFx2Aei5H"
1545439241907363843,2022-07-08 16:06:42+00:00,1355584805547741186,GUYS IF THAT AMOUNT OF MASSIVE BUYING VOLUME COMES IN (1) AND CREATES JUST THAT SMALL CANDLE (2). NO CHANCE GUYS! W… https://t.co/dJSv0QIq9r
1545439236333109249,2022-07-08 16:06:41+00:00,1397480691269611521,"[⭐️ 🟡 LOCKSMITH ⭐️]
NEW LOCKSMITH SUPPLY LOCKED [GOOGLE]

More Info in bio

$AU #Bitcoin #AutoCrypto #crypto… https://t.co/yzev9vZKcI"
1545438989984976897,2022-07-08 16:05:42+00:00,1537585891400728577,Just a matter of time before $FRR pumps again. Whales have loaded up on this 💎 🚀 #cryptocurrencies #altcoin #kucoin #BTC
1545438926181220352,2022-07-08 16:05:27+00:00,1397480691269611521,"[⭐️ 🟡 LOCKSMITH ⭐️]
NEW LOCKSMITH SUPPLY LOCKED [MSL]

More Info in bio

$AU #Bitcoin #AutoCrypto #crypto… https://t.co/svZxaddytp"
1545438773730856960,2022-07-08 16:04:51+00:00,1397480691269611521,"[⭐️ 🟡 LOCKSMITH ⭐️]
NEW LOCKSMITH SUPPLY LOCKED [FZILLA]

More Info in bio

$AU #Bitcoin #AutoCrypto #crypto… https://t.co/93XH1pwyWC"
1545438623880957957,2022-07-08 16:04:15+00:00,1397480691269611521,"[⭐️ 🟡 LOCKSMITH ⭐️]
NEW LOCKSMITH SUPPLY LOCKED [FOX]

More Info in bio

$AU #Bitcoin #AutoCrypto #crypto… https://t.co/UGd2TF9fpH"
1545438528619806721,2022-07-08 16:03:52+00:00,1454571466318622722,"@egoDCoinBsc @HODLthatDOGE LFG next moonshot 10m mc coming

#egoD #InversedDoge #Doge #dogecoin #shiba #floki… https://t.co/1HMm0P9Qkk"
