tweet id,time of tweet,user id,text
1.54E+18,2022-07-04 02:00:03+00:00,1323280062,One Bitcoin now worth $19204.776. Market Cap $366.516 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-04 00:00:03+00:00,1323280062,One Bitcoin now worth $19303.486. Market Cap $368.397 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 23:18:20+00:00,340070780,"Meta to Shutter Novi Crypto Payments Wallet in September, Ending Libra Saga #coindesk #bitcoin #crypto https://t.co/15sY1wpcM3"
1.54E+18,2022-07-03 22:00:03+00:00,1323280062,One Bitcoin now worth $19297.420. Market Cap $368.279 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 21:26:19+00:00,1.47E+18,BITCOIN PRICE| CRYPTO LIQUDATION EXPLAINED https://t.co/Mgh4zHLACC via @YouTube #cryptoliqudation #michaelsaylor… https://t.co/XM8zu7CpNT
1.54E+18,2022-07-03 20:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.633 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 18:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.632 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 16:56:24+00:00,340070780,Hard Times in Crypto: the Unintended Consequences of Going Public #coindesk #bitcoin #crypto https://t.co/slEu5Hr40H
1.54E+18,2022-07-03 16:22:31+00:00,1.44E+18,📹 Check out our newest Highlight from the #Coindesk #Interview on how #Inery is different from the other projects i… https://t.co/11kvRBibeC
1.54E+18,2022-07-03 16:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.630 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 14:00:03+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.628 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 12:00:02+00:00,1323280062,One Bitcoin now worth $19106.468. Market Cap $364.627 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 10:00:03+00:00,1323280062,One Bitcoin now worth $19020.701. Market Cap $362.988 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 09:22:27+00:00,340070780,Sam Bankman-Fried Says He’d Consider Acquiring Troubled Crypto Miners Next #coindesk #bitcoin #crypto https://t.co/NmmwkHrtT8
1.54E+18,2022-07-03 08:00:03+00:00,1323280062,One Bitcoin now worth $19119.635. Market Cap $364.874 Billion. Based on #coindesk BPI #bitcoin
1.54E+18,2022-07-03 07:08:51+00:00,9.00E+17,"Solana’s Biggest DeFi Lender Almost Got Rekt. Then Binance Stepped In
#Solana #DeFi #dollar #Binance #CoinDesk… https://t.co/DRwzAl03lu"
